"playlist_id","playlist_name","track_id","track_name","track_explicit","track_popularity","album_name","album_release_date","album_release_date_precision","artist_name","audio_avg_pitches","audio_avg_timbre","audio_acousticness","audio_danceability","audio_duration_ms","audio_energy","audio_instrumentalness","audio_key_1","audio_liveness","audio_loudness","audio_mode_1","audio_speechiness","audio_tempo","audio_time_signature","audio_valence","track_uri"
"0LOtldOWaWgJoQyjnZdwTm","😝Finto Alternativo","1H5a6C6jqWN6XQI0Unq7W3","Oh No","False",55,"That's The Spirit",2015-09-11,"day","Bring Me The Horizon","[0.5827862595419852, 0.5101994274809163, 0.369396946564885, 0.32885114503816804, 0.5465333969465652, 0.5517538167938927, 0.4014713740458009, 0.48263835877862604, 0.26924236641221383, 0.34059446564885465, 0.18655152671755684, 0.2779980916030537]","[48.93673568702293, 21.41649999999997, 0.5667499999999814, -19.439798664122094, 19.0603578244275, -36.48201908396941, -0.9481259541984735, 2.576857824427479, -7.378004770992355, 1.190138358778626, -5.7531068702290105, -3.206623091603056]","0.00626",505,301013,827,"1.07e-05",0,112,-5517,1,"0.0456",114987,4,"0.0974","spotify:track:1H5a6C6jqWN6XQI0Unq7W3"
"0LOtldOWaWgJoQyjnZdwTm","😝Finto Alternativo","1uA914Md6wsy9NDryyBypH","Man Of The Year","True",2,"Legends Never Die",2020-07-10,"day","Juice WRLD","[0.41968762677484794, 0.4808782961460444, 0.22446855983772823, 0.29114401622718045, 0.4138640973630832, 0.24100405679513226, 0.3785659229208923, 0.33244016227180506, 0.45263691683569984, 0.3899472616632858, 0.2559371196754564, 0.2753427991886409]","[50.003890466531416, 62.37567342799186, -2.022304259634884, -7.771758620689664, 2.6614381338742383, -11.830754563894526, -0.439638945233266, 1.5743306288032464, -7.922795131845844, 2.7505354969574056, -13.049144016227183, -4.843563894523322]","0.00584",621,136408,695,0,4,86,-5124,1,"0.0911",173966,4,298,"spotify:track:1uA914Md6wsy9NDryyBypH"
"0LOtldOWaWgJoQyjnZdwTm","😝Finto Alternativo","4dVR8jBG0RQ7jbdi8GRkyd","i wanna slam my head against the wall","True",58,"i wanna slam my head against the wall",2021-03-17,"day","glaive","[0.575397094430993, 0.4819322033898307, 0.40014527845036346, 0.21826150121065369, 0.2727602905569008, 0.4627336561743337, 0.3481041162227602, 0.4903825665859568, 0.32895399515738527, 0.3830121065375303, 0.3757966101694914, 0.2795835351089589]","[52.39630266343828, 53.68889104116221, -39.69329297820823, -25.700099273607744, 28.261721549636803, -27.081276029055687, -8.953324455205813, 2.5765496368038736, -11.986832929782095, 2.8632300242130735, -13.311583535108953, -4.586152542372887]","0.0605",476,116551,816,0,5,107,-3412,1,139,182269,4,584,"spotify:track:4dVR8jBG0RQ7jbdi8GRkyd"
"0LOtldOWaWgJoQyjnZdwTm","😝Finto Alternativo","4kFHZepxfNcgnR5TzY2Eqx","dnd","True",57,"cypress grove",2020-11-19,"day","glaive","[0.38925604838709665, 0.46780241935483896, 0.4340060483870967, 0.25428427419354854, 0.4780161290322581, 0.23010282258064504, 0.3407741935483871, 0.35972379032258067, 0.29651008064516127, 0.3843145161290321, 0.25331854838709694, 0.4185524193548386]","[52.889715725806504, 100.2750967741935, -27.083647177419365, -22.76816330645161, 25.964713709677405, -20.641427419354837, -12.456848790322585, 3.52924193548387, -6.457540322580648, 9.924048387096772, -15.500008064516127, -1.3545241935483865]","0.0517",618,137400,852,0,2,"0.19",-3654,1,46,154684,4,629,"spotify:track:4kFHZepxfNcgnR5TzY2Eqx"
"0LOtldOWaWgJoQyjnZdwTm","😝Finto Alternativo","5PK7AzBXo9hiOWxxqkSC1S","cloak n dagger","True",54,"cloak n dagger",2021-01-21,"day","glaive","[0.4979531250000003, 0.6274508928571427, 0.29048214285714297, 0.33268526785714264, 0.2800915178571426, 0.46927232142857106, 0.37639955357142857, 0.32983258928571446, 0.47972544642857146, 0.29443080357142826, 0.3813995535714284, 0.3116026785714289]","[53.15557142857146, 73.57905133928573, -9.31407589285715, -18.95641964285713, 34.422439732142855, -29.796982142857168, -2.8854598214285723, 4.409455357142859, -21.35074776785714, 3.611580357142856, -11.91911160714285, -4.8112834821428505]","0.0133",507,129000,852,0,1,"0.0794","-3.34",1,"0.0757",82501,4,429,"spotify:track:5PK7AzBXo9hiOWxxqkSC1S"
"0LOtldOWaWgJoQyjnZdwTm","😝Finto Alternativo","6jRj5tzddShW6JVEktRePw","arsenic","False",49,"arsenic",2020-09-02,"day","glaive","[0.46193187347931874, 0.5377274939172748, 0.24712895377128927, 0.3098321167883214, 0.21485644768856443, 0.3206131386861311, 0.3444452554744527, 0.2437250608272506, 0.40868613138686133, 0.25091727493917265, 0.4877591240875912, 0.4445377128953774]","[56.09103406326036, 102.37354987834563, -14.62635279805353, -27.132289537712893, 52.97451094890513, -20.66437712895376, -11.78067153284673, 7.431031630170315, -20.021389294403896, 5.479931873479316, -15.737452554744523, -5.444396593673967]","0.0782",533,111476,"0.79",0,6,168,-158,1,"0.07",148327,5,752,"spotify:track:6jRj5tzddShW6JVEktRePw"
"37i9dQZF1EptbT4oKaYG5R","On Repeat","4cF8xXRteGQypocjEOtdAd","Svuotatasche","False",60,"ORO BLU",2022-03-04,"day","Bresh","[0.40804305043050443, 0.2334723247232471, 0.3540664206642064, 0.2514772447724476, 0.4933690036900365, 0.3847908979089791, 0.21937761377613782, 0.41359163591635895, 0.2007072570725707, 0.27633825338253387, 0.14029520295202957, 0.2947749077490767]","[43.91768265682655, 22.001324723247233, -23.849564575645765, -18.342603936039396, 49.9557244772448, -17.381651906519085, 2.992345633456333, 0.532892988929891, -11.90278351783516, 4.25949569495695, -18.151095940959397, 0.08655719557195506]",369,489,231602,367,0,0,198,-10254,1,"0.0878",131302,4,524,"spotify:track:4cF8xXRteGQypocjEOtdAd"
"37i9dQZF1EptbT4oKaYG5R","On Repeat","4lstxdn27jZqnTuyaLeJfq","Cancelo","True",73,"Cancelo",2022-03-17,"day","Rhove","[0.5468450867052022, 0.654812716763006, 0.4465930635838157, 0.2656485549132946, 0.28920809248554913, 0.2851815028901733, 0.43621734104046206, 0.30069479768786106, 0.25743468208092485, 0.22676994219653174, 0.233078612716763, 0.5326820809248556]","[47.09292023121381, 12.431959537572247, -9.190452023121388, 21.251550289017302, 27.739700578034697, -18.056476300578034, -1.4888716763005805, 5.14132832369941, -7.482515606936419, 9.390963005780344, -14.507989595375722, 4.010195375722548]",379,829,174545,808,"3.01e-06",11,"0.0735",-5734,0,257,142952,4,"0.57","spotify:track:4lstxdn27jZqnTuyaLeJfq"
"37i9dQZF1EptbT4oKaYG5R","On Repeat","3cCxoOgfi6hgt8MNteuiiD","Fade","True",65,"The Life Of Pablo",2016-06-10,"day","Kanye West","[0.5155843520782397, 0.5815232273838629, 0.4394584352078235, 0.33396332518337357, 0.34069070904645443, 0.43035819070904635, 0.310187041564792, 0.33697310513447426, 0.3309119804400975, 0.41365403422982905, 0.32390097799511, 0.2127078239608801]","[48.00574694376532, 7.237515892420535, -9.374530562347191, 10.43784718826405, 8.57463691931541, -19.17242176039122, -4.9808044009779975, -3.5956466992665064, -10.815850855745708, 1.8462310513447429, -11.96203545232274, -7.8935562347188055]",118,752,193748,765,0,9,"0.31",-5805,0,"0.0908",105998,4,309,"spotify:track:3cCxoOgfi6hgt8MNteuiiD"
"37i9dQZF1EptbT4oKaYG5R","On Repeat","6coKWDju9pNBRXdno3p1sa","Mamma Non Mi Parla","True",37,"Mamma Non Mi Parla",2021-01-29,"day","NASKA","[0.5606184397163125, 0.6028297872340428, 0.34164680851063806, 0.47702127659574395, 0.4775574468085105, 0.4787730496453898, 0.5627773049645387, 0.3774127659574468, 0.4172283687943267, 0.3176907801418443, 0.36562269503546085, 0.42364255319148936]","[53.84584964539013, 48.305943262411354, 12.16119716312057, -6.359896453900703, -2.0216042553191484, -26.423262411347515, 12.703896453900713, -1.9963446808510652, -15.149031205673758, 3.6265943262411384, -12.27090070921986, -2.977731914893615]","0.000519","0.42",169765,947,0,11,"0.0905",-3277,1,172,"84.72",4,334,"spotify:track:6coKWDju9pNBRXdno3p1sa"
