playlist_id,playlist_name,track_id,track_name,track_explicit,track_popularity,album_name,album_release_date,album_release_date_precision,artist_name,audio_avg_pitches,audio_avg_timbre,audio_acousticness,audio_danceability,audio_duration_ms,audio_energy,audio_instrumentalness,audio_key_1,audio_liveness,audio_loudness,audio_mode_1,audio_speechiness,audio_tempo,audio_time_signature,audio_valence,track_uri
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,1fdCjH8Y8n9j7lFr7tLbfm,Per dimenticare,False,0,Sotto una pioggia di parole,2014-09-05,day,Zero Assoluto,"[0.3371314031180396, 0.4672249443207135, 0.3438118040089084, 0.4651748329621377, 0.4327171492204896, 0.30254120267260576, 0.42955567928730515, 0.2899042316258351, 0.38706013363029, 0.28713808463251667, 0.3289498886414253, 0.4357193763919822]","[48.8215289532294, 14.042335189309563, -21.40502895322945, 0.45067928730512113, 17.67301224944322, -21.55188641425387, 0.7645267260579047, -2.022783964365256, -8.009272828507799, 2.999061247216035, -12.054090200445431, 1.6707037861915366]",0.119,0.633,214727,0.871,0.0009,11,0.0938,-6.906,1,0.0543,165.026,4,0.872,spotify:track:1fdCjH8Y8n9j7lFr7tLbfm
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,3elLXGwE5zaREuOzWdlRJ2,Domani ci passa,False,59,Domani ci passa,2019-04-05,day,Ludwig,"[0.42204701627486413, 0.457907775768535, 0.2372983725135624, 0.3710054249547922, 0.37529837251356246, 0.28207956600361683, 0.3725352622061482, 0.2687685352622064, 0.3729023508137431, 0.2319981916817361, 0.26955515370705235, 0.558533453887884]","[51.063258589511754, 47.4120741410488, 2.200773960217002, -8.858220614828227, 26.799790235081396, -19.121032549728746, 11.745960216998192, 5.103112115732373, -9.326611211573235, 4.7063580470162725, -16.49689692585896, -4.60932368896926]",0.0399,0.708,145463,0.736,0,11,0.448,-4.391,1,0.0398,129.959,4,0.749,spotify:track:3elLXGwE5zaREuOzWdlRJ2
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,54PxYcGpSUCmlpGdFGTaYR,Fiori di Chernobyl,False,54,Fiori di Chernobyl,2020-03-13,day,Mr.Rain,"[0.5980824742268039, 0.4496435935198823, 0.3330500736377021, 0.22706185567010329, 0.3927437407952876, 0.341843888070692, 0.2968703976435934, 0.3933608247422677, 0.3206111929307806, 0.4122636229749632, 0.26807805596465395, 0.3594889543446246]","[46.16356553755522, 18.708207658321072, -25.294973490427154, -17.53176877761414, 21.544936671575854, -20.094362297496293, -9.95167157584683, -5.758969072164954, -14.701985272459506, 2.229994108983798, -14.716341678939626, 1.8446435935198817]",0.327,0.469,175612,0.619,0,0,0.188,-9.114,1,0.116,79.513,4,0.313,spotify:track:54PxYcGpSUCmlpGdFGTaYR
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,1TaSkLG2bXx84YuKmJvncw,Ipernova,False,54,Butterfly Effect,2018-01-26,day,Mr.Rain,"[0.45262730061349704, 0.5658312883435583, 0.2805460122699386, 0.2579233128834357, 0.23533588957055243, 0.36905061349693247, 0.3268895705521473, 0.23161349693251526, 0.4303282208588959, 0.2639723926380367, 0.40733588957055217, 0.2904202453987731]","[48.490248466257626, 29.84508435582819, 0.502440184049082, -14.057006134969322, 20.68856288343558, -16.849751533742324, 1.4661518404907967, -1.8333742331288359, -18.31908435582821, -0.12062269938650401, -13.20940337423312, 0.2789355828220844]",0.195,0.547,177867,0.638,0,1,0.107,-8.318,1,0.0491,100.655,4,0.569,spotify:track:1TaSkLG2bXx84YuKmJvncw
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,2JbPEAf12Ju2CxSIoZC89d,Tutto questo sei tu,False,52,Tutto questo sei tu,2019-12-13,day,Ultimo,"[0.24574728260869574, 0.36889130434782597, 0.4220760869565216, 0.17551494565217388, 0.2967853260869567, 0.244380434782609, 0.46580298913043505, 0.34928125000000004, 0.2113315217391304, 0.36365081521739145, 0.17657336956521735, 0.2699062500000004]","[49.996980978260865, 5.79648777173912, 12.534752717391303, -16.384139945652194, 22.03847826086958, -18.46935054347826, 5.39484918478261, 0.018986413043477167, -12.653385869565234, 2.1984646739130427, -10.467343750000007, -0.5118519021739136]",0.398,0.452,244667,0.528,0,2,0.111,-5.503,1,0.0288,161.647,3,0.421,spotify:track:2JbPEAf12Ju2CxSIoZC89d
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,1jJMhPp0Rm6lAi077PXeEQ,Cin Cin,False,59,Before Wanderlust,2019-12-13,day,Alfa,"[0.3300317700453858, 0.5461346444780636, 0.21320877458396367, 0.2765416036308625, 0.22846747352496247, 0.3278441754916793, 0.3098789712556735, 0.21767473524962166, 0.4204220877458396, 0.19817700453857792, 0.2427413010590012, 0.15016338880484142]","[51.48297125567314, 57.56120726172469, -11.848615733736771, -17.246341906202726, 27.630437216338866, -13.997762481089259, -7.803251134644484, -3.7033116490166473, -13.368577912254167, 0.3199697428139182, -13.061455370650522, -1.3538063540090772]",0.261,0.701,180094,0.634,0,1,0.131,-4.16,1,0.0344,121.047,4,0.371,spotify:track:1jJMhPp0Rm6lAi077PXeEQ
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,5h2DMykCg3GeZu3HpjwuTU,SuL Più BeLLo (Out Of My League) - prod. Yanomi,False,48,SuL Più BeLLo (Out Of My League) - prod. Yanomi,2020-07-16,day,Alfa,"[0.40259071117561684, 0.43298693759071105, 0.25046298984034837, 0.36208272859216273, 0.48793178519593605, 0.2745065312046443, 0.31096516690856335, 0.2988635703918723, 0.481532656023222, 0.34310304789550067, 0.27702031930333826, 0.3983338171262705]","[50.07784179970976, 57.6247126269957, -8.294394775036295, -15.707024673439754, 11.629278664731501, -13.569409288824398, -13.71352394775037, -1.5326777939042109, -23.587994194484793, 2.6227982583454246, -14.913638606676344, -6.614233671988393]",0.0188,0.529,165000,0.726,0,4,0.392,-5.976,1,0.167,180.217,4,0.737,spotify:track:5h2DMykCg3GeZu3HpjwuTU
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,2PiJrF9Z90OdmTtbbnV2mI,Indestructibles,False,0,Fue Eléctrico (Edición Deluxe),2012-01-01,day,La Habitación Roja,"[0.3338828828828829, 0.4011546546546547, 0.1703348348348348, 0.2934879879879879, 0.4161741741741743, 0.24594144144144148, 0.3957552552552553, 0.170385885885886, 0.21712462462462473, 0.14940540540540542, 0.23260810810810806, 0.46679129129129143]","[51.19772522522519, 45.89267417417422, -2.4962732732732724, -21.025503003003003, -0.3167177177177161, -17.017926426426435, -9.715444444444444, -0.44333783783783753, 1.322867867867869, 1.2980285285285285, -11.963731231231229, -1.8726741741741748]",0.00623,0.315,234080,0.539,6.85e-05,11,0.459,-5.848,1,0.0347,178.138,4,0.482,spotify:track:2PiJrF9Z90OdmTtbbnV2mI
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,0poxIvI8mH3TZcGp4T7BWs,Let Your Heart Hold Fast,False,1,Fort Atlantic,2012-05-29,day,Fort Atlantic,"[0.5545323308270675, 0.21271729323308258, 0.2596947368421051, 0.12893684210526324, 0.22560000000000022, 0.6791699248120301, 0.2527714285714287, 0.28433233082706777, 0.1529639097744362, 0.33602255639097767, 0.3061308270676691, 0.21834436090225573]","[47.98317443609023, 17.20824060150378, 44.02507669172935, -8.785078195488715, 17.175055639097735, -24.221118796992492, 4.279503759398494, 0.18490375939849693, -7.267377443609028, -2.620478195488723, -6.312667669172931, -0.5860105263157889]",0.151,0.471,226880,0.462,0.000251,5,0.153,-7.579,1,0.0281,134.007,4,0.469,spotify:track:0poxIvI8mH3TZcGp4T7BWs
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,4Fs1sEg9Mwn6vykFD89xvc,Fuoco e benzina,True,58,Supereroe,2018-10-12,day,Emis Killa,"[0.48830419977298534, 0.37106469920544793, 0.36192962542565327, 0.21995005675368906, 0.32952667423382515, 0.4689648127128263, 0.2310158910329175, 0.28947673098751436, 0.21436662883087407, 0.3074006810442675, 0.3061169125993187, 0.3055141884222474]","[50.43820544835418, 59.801167990919375, -20.466047673098764, -14.76778547105563, 32.4723223609535, -13.458001135073776, 2.299429057888759, -1.6886424517593643, -7.515533484676507, 11.116931895573211, -19.87382065834275, -7.551180476730981]",0.0497,0.682,209180,0.711,0,5,0.0986,-5.781,1,0.112,79.92,4,0.515,spotify:track:4Fs1sEg9Mwn6vykFD89xvc
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,7ce20yLkzuXXLUhzIDoZih,Before You Go,False,73,Before You Go,2019-11-19,day,Lewis Capaldi,"[0.41639179632248974, 0.304512022630834, 0.27226025459688813, 0.488677510608204, 0.20064922206506383, 0.3119688826025462, 0.2295148514851485, 0.33048797736916513, 0.3558161244695901, 0.2658797736916548, 0.36661527581329595, 0.22613295615275833]","[49.4633889674682, 22.5269773691655, -26.9960099009901, -31.297162659123046, 31.995772277227665, -19.41662517680337, -8.173052333804817, -5.81051060820368, -0.39978925035360624, 2.6926746817538927, -12.99594625176804, 3.5573267326732734]",0.604,0.459,215107,0.575,0,3,0.0885,-4.858,1,0.0573,111.881,4,0.183,spotify:track:7ce20yLkzuXXLUhzIDoZih
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,285pBltuF7vW8TeWk8hdRR,Lucid Dreams,True,82,Goodbye & Good Riddance,2018-12-10,day,Juice WRLD,"[0.35699700598802375, 0.679417165668663, 0.3838762475049896, 0.2603552894211579, 0.32745009980039946, 0.295940119760479, 0.34441916167664677, 0.21888522954091777, 0.2527504990019958, 0.34645309381237505, 0.1870758483033931, 0.23708483033932107]","[48.29054091816375, 26.91812475049903, -22.88328642714572, -22.89161876247506, 15.91816566866268, -16.010839321357285, -8.932105788423145, -3.7067235528942124, -8.905755489021963, 3.168003992015969, -15.191518962075843, -2.7013253493014013]",0.349,0.511,239836,0.566,0,6,0.34,-7.23,0,0.2,83.903,4,0.218,spotify:track:285pBltuF7vW8TeWk8hdRR
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,21jGcNKet2qwijlDFuPiPb,Circles,False,83,Hollywood's Bleeding,2019-09-06,day,Post Malone,"[0.6816822308690016, 0.37554734111543436, 0.3506329442282747, 0.20669520103761332, 0.3632944228274967, 0.44741245136186814, 0.262433203631647, 0.30593514915693926, 0.2336147859922177, 0.2718508430609599, 0.20025551232166025, 0.4126913099870297]","[51.74516212710762, 0.4370440985732902, -1.1156147859922085, -3.8876692607003904, 27.05091180285344, -28.412566796368385, 5.430137483787289, -0.010594033722439814, -3.47905058365759, -1.1012153047989615, -7.710435797665369, 7.158468223086896]",0.192,0.695,215280,0.762,0.00244,0,0.0863,-3.497,1,0.0395,120.042,4,0.553,spotify:track:21jGcNKet2qwijlDFuPiPb
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,00GxbkrW4m1Tac5xySEJ4M,Ti volevo dedicare (feat. J-AX & Boomdabash),False,61,Libertà,2019-08-30,day,Rocco Hunt,"[0.6788073122529646, 0.691173913043478, 0.39924110671936736, 0.4972480237154153, 0.33255335968379446, 0.35919861660079055, 0.24067687747035563, 0.3039772727272723, 0.24976185770750975, 0.20192588932806327, 0.2537203557312255, 0.18569071146245042]","[50.01981818181817, 40.742663043478224, -2.762159090909093, -2.238988142292486, 19.825340909090922, -23.633606719367595, 12.119008893280617, 2.6102569169960463, -16.32457608695654, 6.94414031620554, -16.259081027667975, -8.365934782608687]",0.0104,0.754,208133,0.725,0,8,0.192,-6.058,1,0.066,120.003,4,0.271,spotify:track:00GxbkrW4m1Tac5xySEJ4M
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,6gaeewGjNiQhWOUkWRSLTa,Una volta ancora (feat. Ana Mena),False,0,Una volta ancora (feat. Ana Mena),2019-06-04,day,Fred De Palma,"[0.6038385542168673, 0.40955301204819267, 0.2586855421686748, 0.27764698795180714, 0.1852048192771086, 0.21488674698795188, 0.22234698795180696, 0.3094361445783132, 0.35242289156626466, 0.2923542168674697, 0.3773072289156629, 0.3393084337349401]","[50.277384337349396, 66.39838072289157, -8.443720481927711, 9.267814457831326, 28.550390361445753, -20.001390361445786, -5.91461204819277, -0.2685373493975897, -10.745390361445795, 9.986651807228922, -15.509473493975912, 1.6271048192771098]",0.0848,0.771,174291,0.638,0,8,0.104,-5.342,1,0.0622,124.039,4,0.591,spotify:track:6gaeewGjNiQhWOUkWRSLTa
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,23hpOtox5sIuRqVBVVJxsO,Stanza Singola (feat. Tommaso Paradiso),False,60,Stanza Singola,2019-01-25,day,Franco126,"[0.35035277777777746, 0.34395694444444447, 0.4082444444444441, 0.37795972222222235, 0.25471111111111105, 0.4102236111111107, 0.20371249999999988, 0.26326250000000007, 0.21634861111111114, 0.36132638888888885, 0.3793291666666667, 0.2378888888888892]","[46.14359722222218, -10.829041666666667, -21.21908749999996, -23.04610694444445, 43.99353750000001, -16.487795833333337, -5.536438888888885, -8.087006944444438, 4.005554166666659, -3.791413888888886, -13.380504166666665, -3.5730916666666657]",0.599,0.676,196615,0.47,0,10,0.209,-7.831,1,0.0582,129.916,4,0.543,spotify:track:23hpOtox5sIuRqVBVVJxsO
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,27uxkkTEbs8h2EVNt96lk5,Canzone stupida,True,40,Peter Pan,2018-02-09,day,Ultimo,"[0.35596674876847306, 0.5073448275862067, 0.485403940886699, 0.29151970443349745, 0.39737561576354624, 0.40128325123152736, 0.5762389162561578, 0.35600246305418687, 0.2902881773399017, 0.3108337438423645, 0.22538177339901477, 0.33470812807881756]","[51.8517660098521, 16.196056650246287, 5.585482758620687, -9.582378078817733, 45.66896428571423, -10.030386699507387, 12.556062807881766, 7.084155172413793, -14.413777093596076, 5.794609605911326, -18.907370689655156, -3.59944458128079]",0.488,0.589,236500,0.743,0,11,0.0823,-3.522,0,0.257,124.35,4,0.679,spotify:track:27uxkkTEbs8h2EVNt96lk5
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,1Lq5ApqhIWUXzlryFX2K6J,Davide (feat. Coez),False,60,Davide,2018-04-20,day,Gemitaiz,"[0.46203952095808354, 0.4493964071856279, 0.38369221556886257, 0.25700359281437146, 0.3367209580838326, 0.4442023952095808, 0.3183724550898203, 0.36319520958083834, 0.31013413173652693, 0.3719784431137724, 0.309548502994012, 0.2619640718562874]","[47.01260359281439, 10.971788023952092, 2.6763784431137707, 1.428453892215569, 18.43496047904194, -13.211435928143707, 13.492784431137723, 2.727853892215573, -17.556251497006013, 4.0892227544910105, -15.17643473053892, -2.076000000000001]",0.136,0.797,206212,0.63,4.86e-06,5,0.207,-7.601,1,0.0763,126.006,4,0.761,spotify:track:1Lq5ApqhIWUXzlryFX2K6J
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,7sh95K3HXkne9mVYDOIRWs,Completamente,False,59,Completamente Sold Out,2016-10-21,day,Thegiornalisti,"[0.4463863928112964, 0.45439666238767656, 0.4677458279845949, 0.3307946084724008, 0.3846713735558412, 0.3212926829268293, 0.40880744544287545, 0.4116059050064186, 0.34094351732991013, 0.5021540436456995, 0.30185365853658497, 0.34785750962772805]","[51.035840821566204, 39.25721052631575, -5.893928112965346, -16.3081668806162, 12.246905006418476, -33.29153658536585, 5.884703465982032, 0.6794582798459575, -1.205541720154044, 6.1412297817715045, -8.13726444159178, 2.1724582798459573]",0.00962,0.547,216387,0.888,9.75e-06,2,0.187,-5.524,1,0.0517,108.085,4,0.275,spotify:track:7sh95K3HXkne9mVYDOIRWs
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,2tVNMtgZ2CQpTx7vgcuTkL,Domenica,False,55,È sempre bello,2019-03-29,day,Coez,"[0.6163878787878788, 0.5188060606060606, 0.43344484848484827, 0.204156363636364, 0.24300969696969688, 0.351254545454546, 0.22742181818181786, 0.25003151515151495, 0.24812121212121194, 0.4244848484848489, 0.33520727272727274, 0.30445333333333335]","[48.810535757575806, 12.911312727272724, 8.50165090909091, 0.349769696969696, 33.06014060606061, -25.862041212121223, 6.681287272727279, -4.7704193939393935, -7.227996363636367, 2.0875757575757596, -11.423107878787874, -1.3121975757575737]",0.182,0.695,201547,0.708,0,9,0.0462,-6.348,0,0.0428,105.997,4,0.599,spotify:track:2tVNMtgZ2CQpTx7vgcuTkL
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,2TIlqbIneP0ZY1O0EzYLlc,Someone You Loved,False,72,Breach,2018-11-08,day,Lewis Capaldi,"[0.23986467486818971, 0.4780896309314585, 0.14863971880492108, 0.3408980667838312, 0.15508963093145894, 0.4406080843585238, 0.21334973637961333, 0.16223725834797903, 0.3729560632688928, 0.13742530755711788, 0.2637820738137082, 0.10150615114235495]","[48.4512126537786, 0.08677504393675119, 4.761992970123015, -13.600738137082601, 49.69439543057995, -11.35054657293498, -15.230282952548334, -1.4739050966608085, -7.071806678383129, -6.215506151142355, -11.19440070298771, -1.3165430579964859]",0.751,0.501,182161,0.405,0,1,0.105,-5.679,1,0.0319,109.891,4,0.446,spotify:track:2TIlqbIneP0ZY1O0EzYLlc
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,2w5wtWq30yTkNSG9YjMFvW,Pianeti,False,60,Pianeti,2017-10-06,day,Ultimo,"[0.5044196642685848, 0.5634376498800954, 0.27467266187050365, 0.308322541966427, 0.24255395683453188, 0.33251918465227814, 0.2477158273381293, 0.3552589928057555, 0.41235731414868076, 0.22324460431654664, 0.18028297362110288, 0.14825779376498832]","[44.24962230215827, 5.475477218225417, -7.801830935251803, -13.025564748201447, 23.95402637889691, -14.757243405275778, 4.232799760191846, -1.7324952038369328, -8.129549160671463, 6.0681211031175115, -19.27719304556353, -4.592603117505994]",0.281,0.55,224000,0.488,0,8,0.372,-9.425,1,0.196,80.112,4,0.108,spotify:track:2w5wtWq30yTkNSG9YjMFvW
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,381VH1JFj9q08V1OMlPU5m,Le luci della città,False,60,Faccio un casino,2017-05-05,day,Coez,"[0.4100591304347823, 0.3328313043478257, 0.5295043478260871, 0.16892695652173909, 0.2962069565217393, 0.14924347826086978, 0.2281634782608696, 0.31535826086956525, 0.16854260869565205, 0.2198747826086958, 0.18601391304347825, 0.3998173913043476]","[48.34892695652173, -13.70391652173915, 5.366034782608695, -15.881391304347822, 35.29857043478261, -19.860760000000003, -15.347660869565212, -8.679026086956522, 0.8248904347826085, -4.309321739130425, -10.333297391304347, -8.170158260869572]",0.393,0.582,177267,0.544,2.18e-06,7,0.135,-6.591,1,0.0362,129.933,4,0.142,spotify:track:381VH1JFj9q08V1OMlPU5m
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,0hAIs32U2SmJcXymlcyF8h,Alone In A Room,True,61,Asking Alexandria,2017-12-15,day,Asking Alexandria,"[0.524175742574257, 0.5129480198019792, 0.3877957920792077, 0.33399628712871243, 0.5728007425742573, 0.366002475247525, 0.359616336633663, 0.40279084158415834, 0.34492945544554443, 0.4590235148514855, 0.3019195544554454, 0.4038279702970297]","[52.84533787128708, 37.84881064356437, 19.228426980198027, -10.093158415841586, 17.20572896039601, -33.454227722772316, 4.707690594059406, 3.1788155940594063, -16.134074257425755, -0.569386138613862, -6.215407178217813, 1.0285990099009905]",0.00251,0.482,245861,0.946,0,4,0.0466,-3.23,0,0.0852,135.071,4,0.284,spotify:track:0hAIs32U2SmJcXymlcyF8h
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,5mtMuoCiBExgzH8SOdXyNB,Allora ciao,False,52,Allora ciao,2020-01-10,day,Shade,"[0.4229184615384615, 0.3303507692307691, 0.346349230769231, 0.21185384615384623, 0.35515692307692337, 0.49024923076923116, 0.29405076923076906, 0.3167538461538461, 0.26224769230769224, 0.4324800000000002, 0.3090076923076928, 0.2239230769230769]","[49.27884923076925, 43.69997538461537, -11.085341538461547, -13.197427692307697, 31.841616923076906, -14.324270769230752, -7.911804615384613, -3.1870261538461517, -17.408809230769233, 3.5780461538461537, -17.080427692307683, -8.813861538461547]",0.11,0.6,166254,0.649,0,5,0.116,-7.443,1,0.09,155.875,4,0.747,spotify:track:5mtMuoCiBExgzH8SOdXyNB
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,2cf1g08CvDuhwXFqxjetQi,Rapide,False,52,Rapide,2020-01-16,day,Mahmood,"[0.5467057522123896, 0.4083008849557524, 0.3538440265486723, 0.23702433628318598, 0.4169988938053092, 0.3188716814159296, 0.22639048672566384, 0.3447422566371686, 0.19714380530973474, 0.2523174778761062, 0.17859734513274336, 0.250611725663717]","[46.63847123893803, -4.680845132743361, -0.28414269911504325, -13.6996792035398, 42.29548783185844, -25.035457964601783, 1.5350176991150453, 2.125897123893802, -0.32988938053097355, 2.8345663716814182, -12.471023230088491, -2.763715707964603]",0.357,0.442,243625,0.557,0,0,0.11,-7.77,1,0.0711,119.48,4,0.124,spotify:track:2cf1g08CvDuhwXFqxjetQi
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,4MmTsaYqv9QR3yzbMeiNS5,Boogie Nights (feat. Ghali),False,48,Dove Gli Occhi Non Arrivano,2019-03-22,day,Rkomi,"[0.3601668806161746, 0.4243401797175862, 0.27225288831835665, 0.37694865211809997, 0.24961745827984566, 0.2872451861360718, 0.3652836970474965, 0.3000821566110402, 0.4286700898587938, 0.3322323491655965, 0.4192477535301674, 0.2967406931964054]","[47.084820282413396, 29.51368806161745, -22.08441335044932, -0.575046213093707, 12.445967907573824, -9.687011553273425, -3.275629011553277, -0.8868344030808726, -9.164467265725284, 10.671456996148905, -17.731055198973028, -1.308381258023106]",0.101,0.885,180520,0.601,0,3,0.157,-7.02,0,0.218,114.031,4,0.77,spotify:track:4MmTsaYqv9QR3yzbMeiNS5
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,77VwA6u9JEb4WG5lWSkvU6,ENFASI,False,50,ENFASI,2019-11-22,day,Sierra,"[0.4562714843749997, 0.5566035156250004, 0.3081962890625003, 0.44554882812499974, 0.3911601562500003, 0.31053222656249996, 0.3363808593750002, 0.3116396484374998, 0.380783203125, 0.29666308593749985, 0.3607597656250004, 0.3902441406249999]","[50.14675878906252, 34.83483691406251, 2.400084960937501, -8.732074218750007, 15.068693359374993, -24.744902343750017, 4.173483398437498, -5.1876611328124955, -9.190210937500012, -0.22598144531249964, -10.06833496093749, -1.116775390625]",0.00533,0.617,228541,0.771,4.05e-06,11,0.319,-6.476,1,0.063,112.457,4,0.333,spotify:track:77VwA6u9JEb4WG5lWSkvU6
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,3E1FgPTXX203rgBTD5nlKF,Il bacio di Klimt,False,58,Il bacio di Klimt,2020-04-21,day,Emanuele Aloia,"[0.3934418918918919, 0.550809459459459, 0.33661486486486514, 0.2728905405405405, 0.40569459459459445, 0.2422283783783786, 0.28139729729729723, 0.21063918918918914, 0.34531756756756743, 0.5193513513513509, 0.2641945945945947, 0.33132432432432424]","[50.06211621621624, 31.495152702702715, 10.44065810810811, 2.6823716216216233, 45.391139189189225, -18.143313513513498, -0.8500554054054063, -6.142739189189197, -8.055471621621622, 8.527010810810811, -17.81591621621623, -5.541998648648653]",0.45,0.685,177000,0.764,0,9,0.227,-4.503,1,0.0664,80.037,4,0.315,spotify:track:3E1FgPTXX203rgBTD5nlKF
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,0FhpzL0BoqEYsT6k2Wb9AV,Svegliarsi la mattina,False,46,Appena prima di partire,2007-01-01,day,Zero Assoluto,"[0.2630262216924911, 0.3967449344457687, 0.4298474374255064, 0.22244815256257464, 0.3695852205005958, 0.24197377830750863, 0.45901787842669883, 0.37960905840286113, 0.20233253873659138, 0.3091835518474374, 0.16870798569725873, 0.3765029797377826]","[45.55142312276513, 15.213352800953542, -37.936379022646, -10.395859356376654, 16.94537663885578, -18.708915375446956, -1.18817640047676, -13.228566150178784, -10.845794994040528, -4.5818939213349195, -12.491537544696067, -0.46751370679380244]",0.181,0.634,223053,0.471,0.000458,2,0.0737,-9.35,1,0.0423,171.97,4,0.607,spotify:track:0FhpzL0BoqEYsT6k2Wb9AV
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,6Ahg1hncxUdK0ICqU03BCu,Superclassico,True,63,Gemelli,2020-06-18,day,Ernia,"[0.41362371888726274, 0.4076442166910689, 0.27018887262079105, 0.42592972181551925, 0.3812869692532942, 0.2712972181551977, 0.40455051244509527, 0.3296837481698389, 0.37138213762811145, 0.2596530014641286, 0.31557686676427515, 0.46910102489019095]","[49.16481112737926, 55.35334114202044, 0.3056954612005876, -9.405674963396775, 0.8545241581259138, -13.100944363103958, 14.237969253294294, -3.0486515373352887, -14.078367496339675, 4.349925329428987, -15.004177159590034, 10.626898975109816]",0.0624,0.623,172200,0.663,4.49e-06,11,0.0922,-6.458,1,0.142,149.91,4,0.346,spotify:track:6Ahg1hncxUdK0ICqU03BCu
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,5QpaGzWp0hwB5faV8dkbAz,Wherever You Will Go,False,72,Camino Palmero,2001,year,The Calling,"[0.22670170015455965, 0.46165378670788254, 0.5694497681607419, 0.2092163833075735, 0.3180293663060275, 0.21039258114374043, 0.37667851622874815, 0.35231530139103534, 0.25580680061823813, 0.42228129829984556, 0.15784389489953643, 0.315531684698609]","[50.992321483771214, 23.050176197836183, -5.821080370942819, -20.67205873261204, 23.219918083462126, -30.874522411128304, 1.4900772797527049, -3.272948995363212, -2.7359721792890257, 0.9119041731066472, -9.428689335394138, -4.575859350850077]",0.0367,0.558,208600,0.719,0,2,0.115,-5.113,1,0.0267,112.027,4,0.371,spotify:track:5QpaGzWp0hwB5faV8dkbAz
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,3Fcfwhm8oRrBvBZ8KGhtea,Viva La Vida,False,67,Viva La Vida or Death and All His Friends,2008-06-19,day,Coldplay,"[0.467547493403694, 0.47315435356200536, 0.20349868073878644, 0.4107480211081797, 0.22868205804749345, 0.39243931398416854, 0.20817546174142468, 0.31613456464379924, 0.5300197889182057, 0.2307137203166228, 0.3080131926121374, 0.21841292875989426]","[49.68390501319259, 20.871159630606876, 23.571155672823227, -11.492331134564651, 21.61130079155672, -25.639197889182075, -4.277246701846963, 2.6802823218997363, -5.0184947229551415, 0.14075065963060654, -5.946674142480214, -3.1157216358839026]",0.0954,0.486,242373,0.617,3.23e-06,5,0.109,-7.115,0,0.0287,138.015,4,0.417,spotify:track:3Fcfwhm8oRrBvBZ8KGhtea
2e2VlwJPQeLJCLKWgAWkRb,PlayMusic,6lhkbsRUrpTGpYfEB6RcjB,Dove Sei?,False,0,Dove Sei?,2018-03-08,day,Alfa,"[0.3192051813471499, 0.38469948186528546, 0.18872538860103616, 0.1896362694300517, 0.32766217616580295, 0.18116787564766854, 0.20566632124352316, 0.1728715025906739, 0.38509222797927445, 0.2668683937823835, 0.19135854922279777, 0.33729430051813464]","[47.558123316062186, 38.016725388601, -15.064643523316054, -21.206437305699488, 32.270985492228, -1.9373823834196882, -24.302820725388624, -2.309136787564766, -5.651979274611398, 3.596487046632128, -17.42204041450779, -4.42035751295337]",0.429,0.739,257143,0.462,0,1,0.0987,-7.472,0,0.114,139.956,4,0.617,spotify:track:6lhkbsRUrpTGpYfEB6RcjB
